episode,episode_steps,episode_reward,max_tile,total_step
289,465,3124.0,256,95707
290,472,3372.0,256,96179
291,459,5444.0,512,96638
292,291,2936.0,256,96929
293,323,2368.0,256,97252
294,200,1540.0,128,97452
295,288,2636.0,256,97740
296,182,1620.0,128,97922
297,274,2912.0,256,98196
298,311,3032.0,256,98507
299,175,1552.0,128,98682
300,174,1348.0,128,98856
301,597,2796.0,256,99453
302,493,6384.0,512,99946
303,229,744.0,64,100175
304,500,5284.0,512,100675
305,485,5708.0,512,101160
306,354,1316.0,128,101514
307,223,2556.0,256,101737
308,144,1348.0,128,101881
309,200,1564.0,128,102081
310,138,1304.0,128,102219
311,403,3352.0,256,102622
312,411,3836.0,256,103033
313,186,1580.0,128,103219
314,314,2404.0,256,103533
315,194,1348.0,128,103727
316,469,3168.0,256,104196
317,468,5376.0,512,104664
318,301,3052.0,256,104965
319,721,4348.0,256,105686
320,381,3360.0,256,106067
321,171,1356.0,128,106238
322,355,2792.0,256,106593
323,320,2464.0,256,106913
324,293,3476.0,256,107206
325,348,3220.0,256,107554
326,384,3512.0,256,107938
327,276,2600.0,256,108214
328,308,3216.0,256,108522
329,487,5188.0,512,109009
330,785,6608.0,512,109794
331,466,3764.0,256,110260
332,442,4596.0,512,110702
333,607,5484.0,512,111309
334,369,3260.0,256,111678
335,403,4684.0,512,112081
336,393,4992.0,512,112474
337,521,5704.0,512,112995
338,245,2436.0,256,113240
339,334,3360.0,256,113574
340,234,2388.0,256,113808
341,221,964.0,64,114029
342,296,3084.0,256,114325
343,249,2436.0,256,114574
344,514,5476.0,512,115088
345,459,5400.0,512,115547
346,428,4588.0,512,115975
347,335,2928.0,256,116310
348,346,3064.0,256,116656
349,490,5328.0,512,117146
350,197,2316.0,256,117343
351,410,2648.0,256,117753
352,244,2884.0,256,117997
353,403,3132.0,256,118400
354,253,2476.0,256,118653
355,321,3064.0,256,118974
356,320,2196.0,128,119294
357,358,2320.0,256,119652
358,159,1428.0,128,119811
359,494,5452.0,512,120305
360,312,2804.0,256,120617
361,343,2552.0,256,120960
362,406,2604.0,256,121366
363,303,2888.0,256,121669
364,296,2484.0,256,121965
365,420,2716.0,256,122385
366,652,5624.0,512,123037
367,158,868.0,64,123195
368,229,2484.0,256,123424
369,409,3168.0,256,123833
370,166,1168.0,128,123999
371,137,820.0,64,124136
372,214,2516.0,256,124350
373,192,1360.0,128,124542
374,283,3344.0,256,124825
375,456,4672.0,512,125281
376,228,1624.0,128,125509
377,207,2016.0,256,125716
378,408,4744.0,512,126124
379,318,3016.0,256,126442
380,457,6292.0,512,126899
381,107,764.0,64,127006
382,240,2288.0,256,127246
383,262,2628.0,256,127508
384,388,4472.0,512,127896
385,316,3080.0,256,128212
386,419,3364.0,256,128631
387,295,3144.0,256,128926
388,465,3052.0,256,129391
389,317,2396.0,128,129708
390,454,3176.0,256,130162
391,410,3056.0,256,130572
392,483,5420.0,512,131055
393,295,2252.0,256,131350
394,416,3132.0,256,131766
395,576,6432.0,512,132342
396,353,4968.0,512,132695
397,518,5120.0,512,133213
398,290,2884.0,256,133503
399,370,3040.0,256,133873
400,385,3148.0,256,134258
401,370,1640.0,128,134628
402,404,3576.0,256,135032
403,237,2420.0,256,135269
404,319,3132.0,256,135588
405,236,2464.0,256,135824
406,189,1324.0,128,136013
407,199,1244.0,128,136212
408,185,2116.0,256,136397
409,300,2932.0,256,136697
410,303,2308.0,256,137000
411,224,1324.0,128,137224
412,381,4924.0,512,137605
413,269,2640.0,256,137874
414,569,7048.0,512,138443
415,163,1292.0,128,138606
416,420,5328.0,512,139026
417,396,3092.0,256,139422
418,468,4408.0,512,139890
419,513,5468.0,512,140403
420,214,1512.0,128,140617
421,841,9016.0,512,141458
422,187,1484.0,128,141645
423,216,1964.0,128,141861
424,293,3076.0,256,142154
425,356,1944.0,128,142510
426,279,3088.0,256,142789
427,432,3436.0,256,143221
428,312,1996.0,128,143533
429,465,6036.0,512,143998
430,345,3368.0,256,144343
431,532,5580.0,512,144875
432,157,1312.0,128,145032
433,370,3392.0,256,145402
434,83,612.0,64,145485
435,346,3532.0,256,145831
436,187,1464.0,128,146018
437,305,2468.0,256,146323
438,334,3136.0,256,146657
439,307,3020.0,256,146964
440,594,5940.0,512,147558
441,605,6164.0,512,148163
442,452,5016.0,512,148615
443,421,5420.0,512,149036
444,342,2740.0,256,149378
445,623,6628.0,512,150001
446,254,1860.0,128,150255
447,339,3136.0,256,150594
448,565,5496.0,512,151159
449,302,2928.0,256,151461
450,359,4064.0,256,151820
451,333,3448.0,256,152153
452,281,3092.0,256,152434
453,242,1680.0,128,152676
454,278,3024.0,256,152954
455,616,7052.0,512,153570
456,181,1700.0,128,153751
457,239,1428.0,128,153990
458,207,2252.0,256,154197
459,187,1344.0,128,154384
460,278,3028.0,256,154662
461,258,1424.0,128,154920
462,295,3376.0,256,155215
463,342,3180.0,256,155557
464,146,732.0,64,155703
465,518,5336.0,512,156221
466,351,3028.0,256,156572
467,260,2068.0,256,156832
468,248,2304.0,256,157080
469,501,3136.0,256,157581
470,161,664.0,64,157742
471,256,3052.0,256,157998
472,582,6940.0,512,158580
473,195,1540.0,128,158775
474,273,3276.0,256,159048
475,266,2072.0,128,159314
476,452,5288.0,512,159766
477,265,3052.0,256,160031
478,581,6980.0,512,160612
479,258,3104.0,256,160870
480,342,2948.0,256,161212
481,601,7132.0,512,161813
482,181,1528.0,128,161994
483,198,624.0,64,162192
484,506,5532.0,512,162698
485,287,3080.0,256,162985
486,349,3368.0,256,163334
487,421,4928.0,512,163755
488,229,1320.0,128,163984
489,303,3380.0,256,164287
490,284,3000.0,256,164571
491,319,2484.0,256,164890
492,205,2396.0,256,165095
493,318,2720.0,256,165413
494,540,4964.0,512,165953
495,283,3180.0,256,166236
496,337,2432.0,256,166573
497,346,3472.0,256,166919
498,376,4032.0,256,167295
499,324,4032.0,256,167619
500,465,5576.0,512,168084
501,375,3480.0,256,168459
502,469,5256.0,512,168928
503,599,5444.0,512,169527
504,518,6936.0,512,170045
505,427,4664.0,512,170472
506,255,2364.0,256,170727
507,157,1312.0,128,170884
508,236,2076.0,128,171120
509,371,5108.0,512,171491
510,401,5316.0,512,171892
511,190,1320.0,128,172082
512,181,1388.0,128,172263
513,405,5280.0,512,172668
514,287,2940.0,256,172955
515,166,1548.0,128,173121
516,375,4148.0,256,173496
517,211,1568.0,128,173707
518,213,2352.0,256,173920
519,481,4976.0,256,174401
520,215,2428.0,256,174616
521,235,2472.0,256,174851
522,506,5664.0,512,175357
523,533,6372.0,512,175890
524,461,5440.0,512,176351
525,495,5448.0,512,176846
526,251,2416.0,256,177097
527,373,3700.0,256,177470
528,485,6336.0,512,177955
529,395,5096.0,512,178350
530,412,3208.0,256,178762
531,476,3372.0,256,179238
532,440,4532.0,256,179678
533,423,3956.0,256,180101
534,439,5384.0,512,180540
535,450,3804.0,256,180990
536,146,664.0,64,181136
537,462,5456.0,512,181598
538,322,3096.0,256,181920
539,324,3428.0,256,182244
540,354,2940.0,256,182598
541,327,3020.0,256,182925
542,190,1592.0,128,183115
543,486,5308.0,512,183601
544,272,2848.0,256,183873
545,484,6616.0,512,184357
546,344,3112.0,256,184701
547,148,712.0,64,184849
548,392,5208.0,512,185241
549,465,5464.0,512,185706
550,650,6944.0,512,186356
551,295,1540.0,128,186651
552,375,5056.0,512,187026
553,341,3408.0,256,187367
554,435,5540.0,512,187802
555,422,5348.0,512,188224
556,441,5288.0,512,188665
557,272,2820.0,256,188937
558,267,2568.0,256,189204
559,236,2144.0,128,189440
560,250,1640.0,128,189690
561,310,3068.0,256,190000
562,463,5328.0,512,190463
563,352,3064.0,256,190815
564,258,1668.0,128,191073
565,253,2304.0,256,191326
566,145,1392.0,128,191471
567,458,5136.0,512,191929
568,241,2808.0,256,192170
569,231,2564.0,256,192401
570,268,3144.0,256,192669
571,271,3208.0,256,192940
572,322,3040.0,256,193262
573,272,3024.0,256,193534
574,281,2752.0,256,193815
575,499,5432.0,512,194314
576,307,2676.0,256,194621
577,264,2604.0,256,194885
578,546,6804.0,512,195431
579,608,4568.0,256,196039
580,358,3336.0,256,196397
581,230,1640.0,128,196627
582,209,2380.0,256,196836
583,287,2628.0,256,197123
584,538,6380.0,512,197661
585,214,1604.0,128,197875
586,203,1776.0,128,198078
587,509,5236.0,512,198587
588,204,1540.0,128,198791
589,275,3028.0,256,199066
590,316,1580.0,128,199382
591,310,1628.0,128,199692
592,372,4872.0,512,200064
593,335,3080.0,256,200399
594,223,2460.0,256,200622
595,286,2356.0,256,200908
596,300,2812.0,256,201208
597,179,1468.0,128,201387
598,157,1572.0,128,201544
599,462,3192.0,256,202006
600,331,2964.0,256,202337
601,575,6884.0,512,202912
602,143,876.0,64,203055
603,253,2628.0,256,203308
604,250,2348.0,256,203558
605,395,3424.0,256,203953
606,314,3032.0,256,204267
607,732,10212.0,1024,204999
608,413,5168.0,512,205412
609,430,3292.0,256,205842
610,436,2684.0,256,206278
611,397,3392.0,256,206675
612,240,2364.0,128,206915
613,563,6384.0,512,207478
614,384,3164.0,256,207862
615,340,3104.0,256,208202
616,516,4692.0,512,208718
617,178,1164.0,128,208896
618,285,3216.0,256,209181
619,537,5292.0,512,209718
620,602,6888.0,512,210320
621,204,1324.0,128,210524
622,233,2548.0,256,210757
623,282,3436.0,256,211039
624,221,2468.0,256,211260
625,431,5380.0,512,211691
626,480,6116.0,512,212171
627,222,2436.0,256,212393
628,411,3396.0,256,212804
629,436,4660.0,512,213240
630,353,3044.0,256,213593
631,348,3108.0,256,213941
632,300,3048.0,256,214241
633,499,6496.0,512,214740
634,295,2540.0,256,215035
635,357,3212.0,256,215392
636,289,3028.0,256,215681
637,257,2672.0,256,215938
638,499,4176.0,256,216437
639,276,3084.0,256,216713
640,534,5464.0,512,217247
641,195,1304.0,128,217442
642,297,3112.0,256,217739
643,310,3260.0,256,218049
644,500,6800.0,512,218549
645,289,3136.0,256,218838
646,437,4368.0,512,219275
647,152,1412.0,128,219427
648,269,2632.0,256,219696
649,382,3184.0,256,220078
650,486,5616.0,512,220564
651,396,4604.0,512,220960
652,402,2960.0,256,221362
653,534,6516.0,512,221896
654,300,3036.0,256,222196
655,340,2912.0,256,222536
656,309,3140.0,256,222845
657,287,2996.0,256,223132
658,333,3324.0,256,223465
659,311,3148.0,256,223776
660,250,2716.0,256,224026
661,183,1432.0,128,224209
662,565,7016.0,512,224774
663,289,3124.0,256,225063
664,305,3072.0,256,225368
665,332,3764.0,256,225700
666,186,1804.0,128,225886
667,374,4868.0,512,226260
668,275,2088.0,128,226535
669,585,6544.0,512,227120
670,459,5732.0,512,227579
671,472,6360.0,512,228051
672,317,3060.0,256,228368
673,188,2100.0,256,228556
674,279,3136.0,256,228835
675,272,2772.0,256,229107
676,418,5296.0,512,229525
677,596,5580.0,512,230121
678,774,9312.0,512,230895
679,307,3080.0,256,231202
680,468,5584.0,512,231670
681,259,2564.0,256,231929
682,588,5728.0,512,232517
683,364,3180.0,256,232881
684,424,5324.0,512,233305
685,402,3372.0,256,233707
686,424,5832.0,512,234131
687,493,5324.0,512,234624
688,319,3092.0,256,234943
689,359,3756.0,256,235302
690,561,6952.0,512,235863
691,276,2684.0,256,236139
692,671,6900.0,512,236810
693,349,3200.0,256,237159
694,458,6264.0,512,237617
695,295,2812.0,256,237912
696,220,2596.0,256,238132
697,244,2588.0,256,238376
698,328,2860.0,256,238704
699,305,3372.0,256,239009
700,290,3104.0,256,239299
701,340,3464.0,256,239639
702,368,4040.0,256,240007
703,360,3100.0,256,240367
704,279,1832.0,128,240646
705,422,5340.0,512,241068
706,466,5188.0,512,241534
707,194,1480.0,128,241728
708,332,3388.0,256,242060
709,515,4876.0,512,242575
710,520,5360.0,512,243095
711,378,3440.0,256,243473
712,388,2448.0,256,243861
713,287,3148.0,256,244148
714,243,2896.0,256,244391
715,583,5212.0,512,244974
716,288,3148.0,256,245262
717,505,4872.0,512,245767
718,272,3180.0,256,246039
719,229,2360.0,256,246268
720,778,6992.0,512,247046
721,267,2568.0,256,247313
722,1016,12204.0,1024,248329
723,410,5320.0,512,248739
724,255,2884.0,256,248994
725,281,3072.0,256,249275
726,163,1620.0,128,249438
727,270,3092.0,256,249708
728,294,3384.0,256,250002
729,347,4800.0,512,250349
730,267,2796.0,256,250616
731,153,1436.0,128,250769
732,460,6380.0,512,251229
733,414,5036.0,512,251643
734,133,1192.0,128,251776
735,225,2488.0,256,252001
736,574,6868.0,512,252575
737,450,6208.0,512,253025
738,332,2916.0,256,253357
739,646,7076.0,512,254003
740,245,1372.0,128,254248
741,589,7124.0,512,254837
742,200,2120.0,128,255037
743,451,5000.0,512,255488
744,238,1596.0,128,255726
745,301,3084.0,256,256027
746,528,5332.0,512,256555
747,389,3360.0,256,256944
748,434,3192.0,256,257378
749,124,1020.0,128,257502
750,328,2136.0,128,257830
751,360,3252.0,256,258190
752,485,6220.0,512,258675
753,543,6860.0,512,259218
754,485,4500.0,512,259703
755,461,4736.0,512,260164
756,563,4584.0,512,260727
757,354,2944.0,256,261081
758,471,4984.0,512,261552
759,674,6316.0,512,262226
760,493,5380.0,512,262719
761,405,5148.0,512,263124
762,162,1496.0,128,263286
763,703,10540.0,1024,263989
764,139,1364.0,128,264128
765,432,3376.0,256,264560
766,344,3040.0,256,264904
767,592,8660.0,512,265496
768,455,5340.0,512,265951
769,273,3028.0,256,266224
770,204,580.0,64,266428
771,244,2428.0,256,266672
772,454,6388.0,512,267126
773,554,6712.0,512,267680
774,201,1684.0,128,267881
775,343,3036.0,256,268224
776,277,2328.0,256,268501
777,232,1724.0,128,268733
778,315,2824.0,256,269048
779,530,7100.0,512,269578
780,269,2920.0,256,269847
781,575,5244.0,512,270422
782,85,608.0,64,270507
783,506,5596.0,512,271013
784,274,2836.0,256,271287
785,197,1516.0,128,271484
786,338,3220.0,256,271822
787,250,1316.0,128,272072
788,403,5344.0,512,272475
789,222,2328.0,256,272697
790,528,6776.0,512,273225
791,396,3684.0,256,273621
792,439,5492.0,512,274060
793,383,3376.0,256,274443
794,308,3020.0,256,274751
795,674,6320.0,512,275425
796,273,3104.0,256,275698
797,262,3064.0,256,275960
798,265,3020.0,256,276225
799,541,6992.0,512,276766
800,333,3732.0,256,277099
801,265,2676.0,256,277364
802,168,1396.0,128,277532
803,309,3384.0,256,277841
804,286,2384.0,256,278127
805,342,4540.0,512,278469
806,269,2572.0,256,278738
807,285,2936.0,256,279023
808,478,6120.0,512,279501
809,191,2260.0,256,279692
810,151,1544.0,128,279843
811,657,5732.0,512,280500
812,317,2188.0,256,280817
813,158,1392.0,128,280975
814,372,4716.0,512,281347
815,258,2588.0,256,281605
816,386,4904.0,512,281991
817,303,3248.0,256,282294
818,264,3096.0,256,282558
819,400,5576.0,512,282958
820,208,2344.0,256,283166
821,342,3124.0,256,283508
822,432,5344.0,512,283940
823,414,4884.0,256,284354
824,282,3224.0,256,284636
825,270,3128.0,256,284906
826,392,2944.0,256,285298
827,174,1616.0,128,285472
828,200,2088.0,128,285672
829,359,4460.0,256,286031
830,407,3044.0,256,286438
831,227,2768.0,256,286665
832,289,2916.0,256,286954
833,267,2928.0,256,287221
834,419,4976.0,512,287640
835,440,4972.0,512,288080
836,379,3124.0,256,288459
837,471,5388.0,512,288930
838,165,1052.0,128,289095
839,306,3188.0,256,289401
840,342,3244.0,256,289743
841,599,5580.0,512,290342
842,481,3588.0,256,290823
843,363,5076.0,512,291186
844,1002,5628.0,512,292188
845,208,1604.0,128,292396
846,316,3324.0,256,292712
847,311,3164.0,256,293023
848,215,1600.0,128,293238
849,471,3736.0,256,293709
850,678,5124.0,512,294387
851,478,6004.0,512,294865
852,476,5444.0,512,295341
853,441,5632.0,512,295782
854,560,5772.0,512,296342
855,466,6392.0,512,296808
856,393,5288.0,512,297201
857,510,6372.0,512,297711
858,391,2816.0,256,298102
859,798,10080.0,1024,298900
860,403,3508.0,256,299303
861,295,3040.0,256,299598
862,436,5196.0,512,300034
863,341,3352.0,256,300375
864,414,5268.0,512,300789
865,495,5624.0,512,301284
866,309,3124.0,256,301593
867,215,1516.0,128,301808
868,644,7048.0,512,302452
869,318,3044.0,256,302770
870,351,3084.0,256,303121
871,536,5304.0,512,303657
872,446,5320.0,512,304103
873,413,5340.0,512,304516
874,226,1636.0,128,304742
875,581,5696.0,512,305323
876,622,7180.0,512,305945
877,288,3096.0,256,306233
878,421,5408.0,512,306654
879,368,3332.0,256,307022
880,341,3416.0,256,307363
881,648,6900.0,512,308011
882,477,5488.0,512,308488
883,275,1600.0,128,308763
884,421,5208.0,512,309184
885,131,1064.0,128,309315
886,480,5504.0,512,309795
887,244,2632.0,256,310039
888,389,5184.0,512,310428
889,283,3208.0,256,310711
890,325,2860.0,256,311036
891,467,3252.0,256,311503
892,147,1276.0,128,311650
893,624,6796.0,512,312274
894,252,2416.0,128,312526
895,411,5360.0,512,312937
896,592,6956.0,512,313529
897,415,5280.0,512,313944
898,364,3456.0,256,314308
899,601,4768.0,512,314909
900,359,2908.0,256,315268
901,133,1304.0,128,315401
902,231,2324.0,256,315632
903,284,3096.0,256,315916
904,374,4856.0,512,316290
905,388,2580.0,256,316678
906,540,7080.0,512,317218
907,303,3228.0,256,317521
908,302,2772.0,256,317823
909,429,4808.0,256,318252
910,355,3040.0,256,318607
911,312,2100.0,128,318919
912,403,4708.0,512,319322
913,415,6040.0,512,319737
914,582,7748.0,512,320319
915,439,5012.0,512,320758
916,318,4576.0,512,321076
917,149,1296.0,128,321225
918,353,1728.0,128,321578
919,249,2612.0,256,321827
920,555,6396.0,512,322382
921,362,4996.0,512,322744
922,509,2660.0,256,323253
923,295,1380.0,128,323548
924,353,2572.0,256,323901
925,443,5360.0,512,324344
926,325,3548.0,256,324669
927,866,12008.0,1024,325535
928,168,1444.0,128,325703
929,533,6628.0,512,326236
930,314,3184.0,256,326550
931,488,6356.0,512,327038
932,290,3376.0,256,327328
933,166,1564.0,128,327494
934,396,5416.0,512,327890
935,279,3160.0,256,328169
936,291,2868.0,256,328460
937,928,9856.0,1024,329388
938,638,6352.0,512,330026
939,269,3056.0,256,330295
940,337,3348.0,256,330632
941,703,6424.0,512,331335
942,312,3048.0,256,331647
943,200,1784.0,128,331847
944,689,6404.0,512,332536
945,172,1608.0,128,332708
946,431,4992.0,512,333139
947,265,2976.0,256,333404
948,372,4680.0,512,333776
949,168,1664.0,128,333944
950,306,4388.0,512,334250
951,306,3092.0,256,334556
952,257,3072.0,256,334813
953,344,3200.0,256,335157
954,475,5816.0,512,335632
955,382,3076.0,256,336014
956,508,5396.0,512,336522
957,366,4588.0,512,336888
958,555,6432.0,512,337443
959,289,3200.0,256,337732
960,119,1072.0,128,337851
961,437,5364.0,512,338288
962,290,3060.0,256,338578
963,264,3108.0,256,338842
964,154,1520.0,128,338996
965,190,2076.0,256,339186
966,562,6204.0,512,339748
967,472,5304.0,512,340220
968,336,3480.0,256,340556
969,403,4888.0,512,340959
970,420,4864.0,512,341379
971,215,2136.0,256,341594
972,286,3328.0,256,341880
973,418,5560.0,512,342298
974,304,2616.0,256,342602
975,665,5664.0,512,343267
976,228,1492.0,128,343495
977,561,6356.0,512,344056
978,386,5332.0,512,344442
979,297,3136.0,256,344739
980,360,3124.0,256,345099
981,137,1312.0,128,345236
982,494,5036.0,512,345730
983,431,5304.0,512,346161
984,534,6304.0,512,346695
985,322,3136.0,256,347017
986,639,6896.0,512,347656
987,280,3488.0,256,347936
988,337,4240.0,512,348273
989,287,3072.0,256,348560
990,358,3396.0,256,348918
991,385,5396.0,512,349303
992,293,2448.0,256,349596
993,509,6044.0,512,350105
994,287,3120.0,256,350392
995,514,6728.0,512,350906
996,273,3236.0,256,351179
997,167,1464.0,128,351346
998,247,2944.0,256,351593
